Date,Sex,Team/ athlete 1 / country,Team/ athlete 2/ country,Sport,Event,Result,Type of result,Position,Qualify?,Record?,
08/05/2012,M,Talal Alrashidi,Kuwait,Shooting,Trap Men's Qualification - Day 1,70,points,23,,,
08/05/2012,M,Ross Murray,United Kingdom,Athletics,Men's 1500m Semi-final,03:44.9,metres,23,,,
08/05/2012,M,Rondel Sorrillo,Trinidad and Tobago,Athletics,Men's 100m Semi-final,10.31,metres,23,,,
08/05/2012,M,Oscar Pistorius,South Africa,Athletics,Men's 400m Semi-final,46.54,metres,23,,,
08/05/2012,W,Mare Dibaba,Ethiopia,Athletics,Women's Marathon,2:28:48,metres,23,,,
08/05/2012,W,Ling Li,China,Sailing,RS:X - Women's Windsurfer - Race 10,23,points,23,,,
08/05/2012,M,Juraj Tuzinsky,Slovakia,Shooting,50m Pistol Men's Qualification,554,points,23,,,
08/05/2012,W,Jazmin Lopez Becker,Argentina,Sailing,RS:X Women's,190,points,23,,,
08/05/2012,M,Florian Raudaschl,Austria,Sailing,Finn Men's,179,points,23,,,
08/05/2012,M,Daniel Flores,"Venezuela, Bolivarian Republic Of",Sailing,RS:X - Men's Windsurfer - Race 09,23,points,23,,,
08/05/2012,M,Andreas Cariolou,Cyprus,Sailing,RS:X - Men's Windsurfer - Race 10,23,points,23,,,
08/05/2012,*,Australia,,SynchronisedSwimming,Duets Technical Routine,77.4,time,23,,,
08/05/2012,W,Eilidh Child,United Kingdom,Athletics,Women's 400m Hurdles rd 1,56.14,metres,22,Q,,
08/05/2012,W,Xueqin Wang,China,Athletics,Women's Marathon,2:28:21,metres,22,,,
08/05/2012,M,Pablo Carrera,Spa,Shooting,50m Pistol Men's Qualification,554,points,22,,,
08/05/2012,W,Napalai Tansai,Thailand,Sailing,RS:X - Women's Windsurfer - Race 10,22,points,22,,,
08/05/2012,W,Napalai Tansai,Thailand,Sailing,RS:X - Women's Windsurfer - Race 09,22,points,22,,,
08/05/2012,W,Irina Konstantinova-Bontemps,Bulgaria,Sailing,RS:X Women's,180,points,22,,,
08/05/2012,M,Hao Chang,"Taiwan, Province Of China",Sailing,RS:X - Men's Windsurfer - Race 10,22,points,22,,,
08/05/2012,M,Filippo Baldassari,Italy,Sailing,Finn Men's,164,points,22,,,
08/05/2012,M,Bingtian Su,China,Athletics,Men's 100m Semi-final,10.28,metres,22,,,
08/05/2012,M,Andrew Wheating,United States,Athletics,Men's 1500m Semi-final,03:44.9,metres,22,,,
08/05/2012,M,Alberto Fernandez,Spa,Shooting,Trap Men's Qualification - Day 1,70,points,22,,,
08/05/2012,M,Albert Bravo,"Venezuela, Bolivarian Republic Of",Athletics,Men's 400m Semi-final,46.22,metres,22,,,
08/05/2012,M,Aichen Wang,China,Sailing,RS:X - Men's Windsurfer - Race 09,22,points,22,,,
08/05/2012,*,Argentina,,SynchronisedSwimming,Duets Technical Routine,78.9,time,22,,,
08/05/2012,W,Sara Petersen,Denmark,Athletics,Women's 400m Hurdles rd 1,56.01,metres,21,Q,,
08/05/2012,W,Yuki Sunaga,Japan,Sailing,RS:X Women's,180,points,21,,,
08/05/2012,M,Yousef Ahmed Masrahi,Saudi Arabia,Athletics,Men's 400m Semi-final,45.91,metres,21,,,
08/05/2012,M,Yoann Kowal,France,Athletics,Men's 1500m Semi-final,03:43.5,metres,21,,,
08/05/2012,M,Walter Lapeyre,France,Shooting,50m Pistol Men's Qualification,554,points,21,,,
08/05/2012,M,Michael Maier,Czech Republic,Sailing,Finn Men's,162,points,21,,,
08/05/2012,M,Makoto Tomizawa,Japan,Sailing,RS:X - Men's Windsurfer - Race 09,21,points,21,,,
08/05/2012,M,Jean Pierre Brol Cardenas,Guatemala,Shooting,Trap Men's Qualification - Day 1,71,points,21,,,
08/05/2012,W,Irina Konstantinova-Bontemps,Bulgaria,Sailing,RS:X - Women's Windsurfer - Race 10,21,points,21,,,
08/05/2012,W,Diana Detre,Hungary,Sailing,RS:X - Women's Windsurfer - Race 09,21,points,21,,,
08/05/2012,M,David Mier Y Teran,Mexico,Sailing,RS:X - Men's Windsurfer - Race 10,21,points,21,,,
08/05/2012,M,Antoine Adams,Saint Kitts and Nevis,Athletics,Men's 100m Semi-final,10.27,metres,21,,,
08/05/2012,W,Ana Dulce Felix,Portugal,Athletics,Women's Marathon,2:28:12,metres,21,,,
08/05/2012,*,Hungary,,SynchronisedSwimming,Duets Technical Routine,79.4,time,21,,,
08/05/2012,W,Elodie Ouedraogo,Belgium,Athletics,Women's 400m Hurdles rd 1,55.89,metres,20,Q,,
08/05/2012,*,Werner Muff,Swi,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Taizo Sugitani,Japan,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,M,Suwaibou Sanneh,Gambia,Athletics,Men's 100m Semi-final,10.18,metres,20,,NR,
08/05/2012,*,Steve Guerdat,Swi,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Scott Brash,United Kingdom,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Rodrigo Pessoa,Brazil,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,M,Pavol Kopp,Slovakia,Shooting,50m Pistol Men's Qualification,556,points,20,,,
08/05/2012,*,Olivier Guillon,France,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,M,Nigel Levine,United Kingdom,Athletics,Men's 400m Semi-final,45.64,metres,20,,,
08/05/2012,*,Nicolas Pizarro,Mexico,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,M,Mohammed Shaween,Saudi Arabia,Athletics,Men's 1500m Semi-final,03:43.4,metres,20,,,
08/05/2012,*,Mclain Ward,United States,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Marcus Ehning,Germany,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Kevin Staut,France,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Jose Roberto Reynoso Fernandez Filho,Brazil,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Jose Maria Larocca,Argentina,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Jos Lansink,Belgium,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,M,Jorge Zarif,Brazil,Sailing,Finn Men's,161,points,20,,,
08/05/2012,M,Joao Rodrigues,Portugal,Sailing,RS:X - Men's Windsurfer - Race 09,20,points,20,,,
08/05/2012,*,Jill Henselwood,Canada,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Janne Friederike Meyer,Germany,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,James Paterson-Robinson,Australia,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,W,Ingrid Puusta,Estonia,Sailing,RS:X - Women's Windsurfer - Race 09,20,points,20,,,
08/05/2012,M,Ho Tsun Andy Leung,Hong Kong,Sailing,RS:X - Men's Windsurfer - Race 10,20,points,20,,,
08/05/2012,*,Gregory Wathelet,Belgium,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,*,Gerco Schroder,Netherlands,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,W,Farrah Hall,United States,Sailing,RS:X Women's,173,points,20,,,
08/05/2012,W,Edna Ngeringwony Kiplagat,Kenya,Athletics,Women's Marathon,2:27:52,metres,20,,,
08/05/2012,W,Diana Detre,Hungary,Sailing,RS:X - Women's Windsurfer - Race 10,20,points,20,,,
08/05/2012,*,Bjorn Nagel,Ukraine,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,M,Alexey Alipov,Russian Federation,Shooting,Trap Men's Qualification - Day 1,71,points,20,,,
08/05/2012,*,Abdullah Waleed Sharbatly,Saudi Arabia,Equestrian,Jumping Individual 2nd Qualifier,4,points,20,,,
08/05/2012,W,Croatia,,Sailing,470 - Women's Two Person Dinghy - Race 05,20,points,20,,,
08/05/2012,M,United States,,Sailing,49er - Men's Skiff - Race 12,20,points,20,,,
08/05/2012,W,United States,,Sailing,470 - Women's Two Person Dinghy - Race 06,20,points,20,,,
08/05/2012,M,Canada,,Sailing,49er - Men's Skiff - Race 13,20,points,20,,,
08/05/2012,*,Switzerland,,SynchronisedSwimming,Duets Technical Routine,81.2,time,20,,,
08/05/2012,W,Satomi Kubokura,Japan,Athletics,Women's 400m Hurdles rd 1,55.85,metres,19,Q,SB,
08/05/2012,W,Yoshimi Ozaki,Japan,Athletics,Women's Marathon,2:27:43,metres,19,,,
08/05/2012,M,Yoan Kolev,Bulgaria,Sailing,RS:X - Men's Windsurfer - Race 09,19,points,19,,,
08/05/2012,M,Tae Hoon Lee,"Korea, Republic Of",Sailing,RS:X - Men's Windsurfer - Race 10,19,points,19,,,
08/05/2012,W,Sigrid Rondelez,Belgium,Sailing,RS:X - Women's Windsurfer - Race 10,19,points,19,,,
08/05/2012,M,Oleksiy Borysov,Ukraine,Sailing,Finn Men's,160.6,points,19,,,
08/05/2012,M,Oguzhan Tuzun,Turkey,Shooting,Trap Men's Qualification - Day 1,71,points,19,,,
08/05/2012,W,Nikola Girke,Canada,Sailing,RS:X - Women's Windsurfer - Race 09,19,points,19,,,
08/05/2012,M,Mohamed Moustaoui,Morocco,Athletics,Men's 1500m Semi-final,03:43.3,metres,19,,,
08/05/2012,W,Jannicke Stalstrom,Norway,Sailing,RS:X Women's,157,points,19,,,
08/05/2012,M,James Dasaolu,United Kingdom,Athletics,Men's 100m Semi-final,10.18,metres,19,,,
08/05/2012,M,Daniel Repacholi,Australia,Shooting,50m Pistol Men's Qualification,557,points,19,,,
08/05/2012,M,Dane Hyatt,Jamaica,Athletics,Men's 400m Semi-final,45.59,metres,19,,,
08/05/2012,W,United States,,Sailing,470 - Women's Two Person Dinghy - Race 05,19,points,19,,,
08/05/2012,M,Bermuda,,Sailing,49er - Men's Skiff - Race 12,19,points,19,,,
08/05/2012,W,China,,Sailing,470 - Women's Two Person Dinghy - Race 06,19,points,19,,,
08/05/2012,M,Finland,,Sailing,49er - Men's Skiff - Race 13,19,points,19,,,
08/05/2012,*,Austria,,SynchronisedSwimming,Duets Technical Routine,82,time,19,,,
08/05/2012,M,Henrik Ingebrigtsen,Norway,Athletics,Men's 1500m Semi-final,03:43.3,metres,18,Q,,
08/05/2012,W,Hayat Lambarki,Morocco,Athletics,Women's 400m Hurdles rd 1,55.58,metres,18,Q,,
08/05/2012,W,Ekaterina Gnidenko (Rus),,Cycling Track,Women's Sprint Qualifying,11.649,time,18,Q,,
08/05/2012,W,Yuki Sunaga,Japan,Sailing,RS:X - Women's Windsurfer - Race 09,18,points,18,,,
08/05/2012,M,Ricardo Santos,Brazil,Sailing,RS:X - Men's Windsurfer - Race 10,18,points,18,,,
08/05/2012,M,Norayr Bakhtamyan,Armenia,Shooting,50m Pistol Men's Qualification,557,points,18,,,
08/05/2012,W,Nikola Girke,Canada,Sailing,RS:X - Women's Windsurfer - Race 10,18,points,18,,,
08/05/2012,M,Luka Mratovic,Croatia,Sailing,RS:X - Men's Windsurfer - Race 09,18,points,18,,,
08/05/2012,W,Isabellah Andersson,Sweden,Athletics,Women's Marathon,2:27:36,metres,18,,,
08/05/2012,W,Diana Detre,Hungary,Sailing,RS:X Women's,150,points,18,,,
08/05/2012,M,Conrad Williams,United Kingdom,Athletics,Men's 400m Semi-final,45.53,metres,18,,,
08/05/2012,M,Andreas Scherhaufer,Austria,Shooting,Trap Men's Qualification - Day 1,72,points,18,,,
08/05/2012,M,Alican Kaynar,Turkey,Sailing,Finn Men's,154,points,18,,,
08/05/2012,W,Austria,,Sailing,470 - Women's Two Person Dinghy - Race 05,18,points,18,,,
08/05/2012,M,Italy,,Sailing,49er - Men's Skiff - Race 12,18,points,18,,,
08/05/2012,W,Netherlands,,Sailing,470 - Women's Two Person Dinghy - Race 06,18,points,18,,,
08/05/2012,M,Sweden,,Sailing,49er - Men's Skiff - Race 13,18,points,18,,,
08/05/2012,M,Luis Mansilla (Chi),,Cycling Track,Men's Omnium 1km Time Trial,01:08.5,time,18,,,
08/05/2012,M,Luis Mansilla (Chi),,Cycling Track,Men's Omnium,104,time,18,,,
08/05/2012,M,Luis Mansilla (Chi),,Cycling Track,Men's Omnium 4km Individual Pursuit,04:53.2,time,18,,,
08/05/2012,*,Mexico,,SynchronisedSwimming,Duets Technical Routine,83,time,18,,,
08/05/2012,M,Leonel Manzano,United States,Athletics,Men's 1500m Semi-final,03:42.9,metres,17,Q,,
08/05/2012,W,Irina Davydova,Russian Federation,Athletics,Women's 400m Hurdles rd 1,55.55,metres,17,Q,,
08/05/2012,W,Kayono Maeda (Jpn),,Cycling Track,Women's Sprint Qualifying,11.6,time,17,Q,,
08/05/2012,W,Sigrid Rondelez,Belgium,Sailing,RS:X - Women's Windsurfer - Race 09,17,points,17,,,
08/05/2012,W,Sigrid Rondelez,Belgium,Sailing,RS:X Women's,150,points,17,,,
08/05/2012,M,Maksim Dyldin,Russian Federation,Athletics,Men's 400m Semi-final,45.39,metres,17,,,
08/05/2012,W,Lisa Jane Weightman,Australia,Athletics,Women's Marathon,2:27:32,metres,17,,PB,
08/05/2012,*,Kamal Bahamdan,Saudi Arabia,Equestrian,Jumping Individual 2nd Qualifier,1,points,17,,,
08/05/2012,M,Jp Tobin,New Zealand,Sailing,RS:X - Men's Windsurfer - Race 10,17,points,17,,,
08/05/2012,M,Jp Tobin,New Zealand,Sailing,RS:X - Men's Windsurfer - Race 09,17,points,17,,,
08/05/2012,M,Jimmy Vicaut,France,Athletics,Men's 100m Semi-final,10.16,metres,17,,,
08/05/2012,W,Ingrid Puusta,Estonia,Sailing,RS:X - Women's Windsurfer - Race 10,17,points,17,,,
08/05/2012,M,Giovanni Pellielo,Italy,Shooting,Trap Men's Qualification - Day 1,72,points,17,,,
08/05/2012,M,Florian Schmidt,Germany,Shooting,50m Pistol Men's Qualification,557,points,17,,,
08/05/2012,*,Eric Lamaze,Canada,Equestrian,Jumping Individual 2nd Qualifier,1,points,17,,,
08/05/2012,M,Eduard Skornyakov,Russian Federation,Sailing,Finn Men's,153,points,17,,,
08/05/2012,*,Daniel Bluman,Colombia,Equestrian,Jumping Individual 2nd Qualifier,1,points,17,,,
08/05/2012,M,Daniel Bailey,Antigua and Barbuda,Athletics,Men's 100m Semi-final,10.16,metres,17,,,
08/05/2012,W,Slovenia,,Sailing,470 - Women's Two Person Dinghy - Race 05,17,points,17,,,
08/05/2012,M,Austria,,Sailing,49er - Men's Skiff - Race 12,17,points,17,,,
08/05/2012,W,Slovenia,,Sailing,470 - Women's Two Person Dinghy - Race 06,17,points,17,,,
08/05/2012,M,United States,,Sailing,49er - Men's Skiff - Race 13,17,points,17,,,
08/05/2012,M,Walter Fernando Perez (Arg),,Cycling Track,Men's Omnium 1km Time Trial,01:07.5,time,17,,,
08/05/2012,M,Carlos Daniel Linarez Zambrano (Ven),,Cycling Track,Men's Omnium,96,time,17,,,
08/05/2012,M,Ki Ho Choi (Hkg),,Cycling Track,Men's Omnium 4km Individual Pursuit,04:38.7,time,17,,,
08/05/2012,*,Israel,,SynchronisedSwimming,Duets Technical Routine,83.4,time,17,,,
08/05/2012,W,Nickiesha Wilson,Jamaica,Athletics,Women's 400m Hurdles rd 1,55.53,metres,16,Q,,
08/05/2012,M,Mekonnen Gebremedhin,Ethiopia,Athletics,Men's 1500m Semi-final,03:42.9,metres,16,Q,,
08/05/2012,W,Daniela Grelui Larreal (Ven),,Cycling Track,Women's Sprint Qualifying,11.569,time,16,Q,,
08/05/2012,M,Viktor Ninov,Bulgaria,Athletics,Men's High Jump Qualifying rd - Group B,2.16,metres,16,,,
08/05/2012,W,Ryoko Kizaki,Japan,Athletics,Women's Marathon,2:27:16,metres,16,,,
08/05/2012,M,Piotr Kula,Poland,Sailing,Finn Men's,148,points,16,,,
08/05/2012,M,Pavel Trenikhin,Russian Federation,Athletics,Men's 400m Semi-final,45.35,metres,16,,,
08/05/2012,M,Ho Tsun Andy Leung,Hong Kong,Sailing,RS:X - Men's Windsurfer - Race 09,16,points,16,,,
08/05/2012,W,Gelly Skarlatou,Greece,Sailing,RS:X Women's,134,points,16,,,
08/05/2012,W,Farrah Hall,United States,Sailing,RS:X - Women's Windsurfer - Race 10,16,points,16,,,
08/05/2012,W,Farrah Hall,United States,Sailing,RS:X - Women's Windsurfer - Race 09,16,points,16,,,
08/05/2012,M,Daniel Flores,"Venezuela, Bolivarian Republic Of",Sailing,RS:X - Men's Windsurfer - Race 10,16,points,16,,,
08/05/2012,M,Damir Mikec,Srb,Shooting,50m Pistol Men's Qualification,558,points,16,,,
08/05/2012,M,Bostjan Macek,Slovenia,Shooting,Trap Men's Qualification - Day 1,72,points,16,,,
08/05/2012,M,Ben Youssef Meite,Ivc,Athletics,Men's 100m Semi-final,10.13,metres,16,,,
08/05/2012,M,Croatia,,Sailing,Star Men's,116,points,16,,,
08/05/2012,W,Sweden,,Sailing,470 - Women's Two Person Dinghy - Race 05,16,points,16,,,
08/05/2012,M,Greece,,Sailing,49er - Men's Skiff - Race 12,16,points,16,,,
08/05/2012,W,Denmark,,Sailing,470 - Women's Two Person Dinghy - Race 06,16,points,16,,,
08/05/2012,M,Greece,,Sailing,49er - Men's Skiff - Race 13,16,points,16,,,
08/05/2012,M,Carlos Daniel Linarez Zambrano (Ven),,Cycling Track,Men's Omnium 1km Time Trial,01:06.8,time,16,,,
08/05/2012,M,Ki Ho Choi (Hkg),,Cycling Track,Men's Omnium,89,time,16,,,
08/05/2012,M,Carlos Daniel Linarez Zambrano (Ven),,Cycling Track,Men's Omnium 4km Individual Pursuit,04:36.5,time,16,,,
08/05/2012,*,DPR Korea,,SynchronisedSwimming,Duets Technical Routine,84.4,time,16,,,
08/05/2012,M,Asbel Kiprop,Kenya,Athletics,Men's 1500m Semi-final,03:42.9,metres,15,Q,,
08/05/2012,W,Anna Jesien,Poland,Athletics,Women's 400m Hurdles rd 1,55.44,metres,15,Q,SB,
08/05/2012,W,Virginie Cueff (Fra),,Cycling Track,Women's Sprint Qualifying,11.439,time,15,Q,,
08/05/2012,M,Toni Wilhelm,Germany,Sailing,RS:X - Men's Windsurfer - Race 09,15,points,15,,,
08/05/2012,M,Raivydas Stanys,Lithuania,Athletics,Men's High Jump Qualifying rd - Group B,2.16,metres,15,,,
08/05/2012,M,Nickolaus Mowrer,United States,Shooting,50m Pistol Men's Qualification,558,points,15,,,
08/05/2012,W,Kimberley Smith,New Zealand,Athletics,Women's Marathon,2:26:59,metres,15,,,
08/05/2012,W,Jannicke Stalstrom,Norway,Sailing,RS:X - Women's Windsurfer - Race 10,15,points,15,,,
08/05/2012,W,Ingrid Puusta,Estonia,Sailing,RS:X Women's,134,points,15,,,
08/05/2012,M,Greg Douglas,Canada,Sailing,Finn Men's,137,points,15,,,
08/05/2012,M,Gerald Phiri,Zambia,Athletics,Men's 100m Semi-final,10.11,metres,15,,SB,
08/05/2012,W,Gelly Skarlatou,Greece,Sailing,RS:X - Women's Windsurfer - Race 09,15,points,15,,,
08/05/2012,M,Federico Esposito,Italy,Sailing,RS:X - Men's Windsurfer - Race 10,15,points,15,,,
08/05/2012,M,Edward Ling,United Kingdom,Shooting,Trap Men's Qualification - Day 1,72,points,15,,,
08/05/2012,M,Portugal,,Sailing,Star Men's,108,points,15,,,
08/05/2012,W,Germany,,Sailing,470 - Women's Two Person Dinghy - Race 05,15,points,15,,,
08/05/2012,M,Japan,,Sailing,49er - Men's Skiff - Race 12,15,points,15,,,
08/05/2012,W,Sweden,,Sailing,470 - Women's Two Person Dinghy - Race 06,15,points,15,,,
08/05/2012,M,New Zealand,,Sailing,49er - Men's Skiff - Race 13,15,points,15,,,
08/05/2012,M,Ki Ho Choi (Hkg),,Cycling Track,Men's Omnium 1km Time Trial,01:06.1,time,15,,,
08/05/2012,M,Gijs Van Hoecke (Bel),,Cycling Track,Men's Omnium,77,time,15,,,
08/05/2012,M,Walter Fernando Perez (Arg),,Cycling Track,Men's Omnium 4km Individual Pursuit,04:33.5,time,15,,,
08/05/2012,*,Kazakhstan,,SynchronisedSwimming,Duets Technical Routine,84.6,time,15,,,
08/05/2012,*,Chile,,Equestrian,Jumping Team rd 1,22,points,15,,,
08/05/2012,M,Taoufik Makhloufi,Algeria,Athletics,Men's 1500m Semi-final,03:42.2,metres,14,Q,,
08/05/2012,W,Denisa Rosolova,Czech Republic,Athletics,Women's 400m Hurdles rd 1,55.42,metres,14,Q,,
08/05/2012,W,Hyejin Lee (Kor),,Cycling Track,Women's Sprint Qualifying,11.405,time,14,Q,,
08/05/2012,M,Tony Mcquay,United States,Athletics,Men's 400m Semi-final,45.31,metres,14,,,
08/05/2012,M,Sergio Pinero,Dominican Republic,Shooting,Trap Men's Qualification - Day 1,72,points,14,,,
08/05/2012,M,Ryota Yamagata,Japan,Athletics,Men's 100m Semi-final,10.1,metres,14,,,
08/05/2012,M,Rozle Prezelj,Slovenia,Athletics,Men's High Jump Qualifying rd - Group B,2.21,metres,14,,,
08/05/2012,M,Martyn Rooney,United Kingdom,Athletics,Men's 400m Semi-final,45.31,metres,14,,,
08/05/2012,M,Mariano Reutemann,Argentina,Sailing,RS:X - Men's Windsurfer - Race 09,14,points,14,,,
08/05/2012,W,Ling Li,China,Sailing,RS:X - Women's Windsurfer - Race 09,14,points,14,,,
08/05/2012,W,Ling Li,China,Sailing,RS:X Women's,115,points,14,,,
08/05/2012,M,Jakkrit Panichpatikum,Thailand,Shooting,50m Pistol Men's Qualification,558,points,14,,,
08/05/2012,W,Irina Mikitenko,Germany,Athletics,Women's Marathon,2:26:44,metres,14,,,
08/05/2012,M,Ioannis Mitakis,Greece,Sailing,Finn Men's,108,points,14,,,
08/05/2012,W,Hei Man Hayley Victoria Chan,Hong Kong,Sailing,RS:X - Women's Windsurfer - Race 10,14,points,14,,,
08/05/2012,M,Aichen Wang,China,Sailing,RS:X - Men's Windsurfer - Race 10,14,points,14,,,
08/05/2012,M,Greece,,Sailing,Star Men's,106,points,14,,,
08/05/2012,W,Denmark,,Sailing,470 - Women's Two Person Dinghy - Race 05,14,points,14,,,
08/05/2012,M,Spain,,Sailing,49er - Men's Skiff - Race 12,14,points,14,,,
08/05/2012,W,Israel,,Sailing,470 - Women's Two Person Dinghy - Race 06,14,points,14,,,
08/05/2012,M,Croatia,,Sailing,49er - Men's Skiff - Race 13,14,points,14,,,
08/05/2012,M,Eloy Teruel Rovira (Spa),,Cycling Track,Men's Omnium 1km Time Trial,01:05.5,time,14,,,
08/05/2012,M,Walter Fernando Perez (Arg),,Cycling Track,Men's Omnium,72,time,14,,,
08/05/2012,M,Martyn Irvine (Irl),,Cycling Track,Men's Omnium 4km Individual Pursuit,04:32.9,time,14,,,
08/05/2012,*,Czech Republic,,SynchronisedSwimming,Duets Technical Routine,85.8,time,14,,,
08/05/2012,*,Ukraine,,Equestrian,Jumping Team rd 1,21,points,14,,,
08/05/2012,W,Elena Churakova,Russian Federation,Athletics,Women's 400m Hurdles rd 1,55.26,metres,13,Q,,
08/05/2012,W,Juliana Gaviria Rendon (Col),,Cycling Track,Women's Sprint Qualifying,11.376,time,13,Q,,
08/05/2012,M,Yusuf Dikec,Turkey,Shooting,50m Pistol Men's Qualification,559,points,13,,,
08/05/2012,M,Yuri Floriani,Italy,Athletics,Men's 3000m Steeplechase Final,08:40.1,metres,13,,,
08/05/2012,M,Toni Wilhelm,Germany,Sailing,RS:X - Men's Windsurfer - Race 10,13,points,13,,,
08/05/2012,M,Tabarie Henry,Vgb,Athletics,Men's 400m Semi-final,45.19,metres,13,,SB,
08/05/2012,M,Przemyslaw Miarczynski,Poland,Sailing,RS:X - Men's Windsurfer - Race 09,13,points,13,,,
08/05/2012,W,Patricia Freitas,Brazil,Sailing,RS:X Women's,110,points,13,,,
08/05/2012,W,Marisa Barros,Portugal,Athletics,Women's Marathon,2:26:13,metres,13,,,
08/05/2012,M,Justyn Warner,Canada,Athletics,Men's 100m Semi-final,10.09,metres,13,,,
08/05/2012,W,Jessica Crisp,Australia,Sailing,RS:X - Women's Windsurfer - Race 10,13,points,13,,,
08/05/2012,W,Jessica Crisp,Australia,Sailing,RS:X - Women's Windsurfer - Race 09,13,points,13,,,
08/05/2012,M,Florian Carvalho,France,Athletics,Men's 1500m Semi-final 2,03:40.6,metres,13,,,
08/05/2012,M,Florian Carvalho,France,Athletics,Men's 1500m Semi-final,03:40.6,metres,13,,,
08/05/2012,M,Erik Varga,Slovakia,Shooting,Trap Men's Qualification - Day 1,73,points,13,,,
08/05/2012,M,Brendan Casey,Australia,Sailing,Finn Men's,106,points,13,,,
